Distance (m),Depth (m)
5.810000000000000000e+02,5.760389125020297207e+00
5.820000000000000000e+02,5.773569732321468528e+00
5.830000000000000000e+02,5.786741968307583583e+00
5.840000000000000000e+02,5.799905732148442183e+00
5.850000000000000000e+02,5.813060923013842363e+00
5.860000000000000000e+02,5.826207440073582156e+00
5.870000000000000000e+02,5.839345182497458708e+00
5.880000000000000000e+02,5.852474049455272720e+00
5.890000000000000000e+02,5.865593940116818672e+00
5.900000000000000000e+02,5.878704753651897263e+00
5.910000000000000000e+02,5.891806389230304752e+00
5.920000000000000000e+02,5.904898746021840950e+00
5.930000000000000000e+02,5.917981723196302113e+00
5.940000000000000000e+02,5.931055219923486277e+00
5.950000000000000000e+02,5.944119135373194140e+00
5.960000000000000000e+02,5.957173368715221962e+00
5.970000000000000000e+02,5.970217819119365110e+00
5.980000000000000000e+02,5.983252385755426950e+00
5.990000000000000000e+02,5.996276967793201074e+00
6.000000000000000000e+02,6.009291464402488181e+00
6.010000000000000000e+02,6.022295774753084530e+00
6.020000000000000000e+02,6.035289798014789042e+00
6.030000000000000000e+02,6.048273433357401530e+00
6.040000000000000000e+02,6.061246579950715585e+00
6.050000000000000000e+02,6.074209136964532796e+00
6.060000000000000000e+02,6.087161003568651196e+00
6.070000000000000000e+02,6.100102078932866156e+00
6.080000000000000000e+02,6.113032262226977487e+00
6.090000000000000000e+02,6.125951452620784998e+00
6.100000000000000000e+02,6.138859549284083172e+00
6.110000000000000000e+02,6.151756451386671820e+00
6.120000000000000000e+02,6.164642058098349864e+00
6.130000000000000000e+02,6.177516268588913562e+00
6.140000000000000000e+02,6.190378982028161836e+00
6.150000000000000000e+02,6.203230097585892722e+00
6.160000000000000000e+02,6.216069514431904253e+00
6.170000000000000000e+02,6.228897131735994463e+00
6.180000000000000000e+02,6.241712848667960500e+00
6.190000000000000000e+02,6.254516564397603062e+00
6.200000000000000000e+02,6.267308178094716631e+00
6.210000000000000000e+02,6.280087588929100129e+00
6.220000000000000000e+02,6.292854696070554255e+00
6.230000000000000000e+02,6.305609398688875267e+00
6.240000000000000000e+02,6.318351595953859423e+00
6.250000000000000000e+02,6.331081187035307423e+00
6.260000000000000000e+02,6.343798071103017300e+00
6.270000000000000000e+02,6.356502147326783536e+00
6.280000000000000000e+02,6.369193314876408607e+00
6.290000000000000000e+02,6.381871472921688770e+00
6.300000000000000000e+02,6.394536520632421173e+00
6.310000000000000000e+02,6.407188357178404736e+00
6.320000000000000000e+02,6.419826881729438384e+00
6.330000000000000000e+02,6.432451993455318373e+00
6.340000000000000000e+02,6.445063591525842739e+00
6.350000000000000000e+02,6.457661575110812180e+00
6.360000000000000000e+02,6.470245843380022066e+00
6.370000000000000000e+02,6.482816295503269544e+00
6.380000000000000000e+02,6.495372830650355311e+00
6.390000000000000000e+02,6.507915347991078292e+00
6.400000000000000000e+02,6.520443746695232967e+00
6.410000000000000000e+02,6.532957925932619148e+00
6.420000000000000000e+02,6.545457784873034868e+00
6.430000000000000000e+02,6.557943222686278162e+00
6.440000000000000000e+02,6.570414138542147064e+00
6.450000000000000000e+02,6.582870431610439610e+00
6.460000000000000000e+02,6.595312001060952944e+00
6.470000000000000000e+02,6.607738746063485991e+00
6.480000000000000000e+02,6.620150565787836783e+00
6.490000000000000000e+02,6.632547359403804244e+00
6.500000000000000000e+02,6.644929026081184631e+00
6.510000000000000000e+02,6.657295464989775979e+00
6.520000000000000000e+02,6.669646575299378100e+00
6.530000000000000000e+02,6.681982256179789026e+00
6.540000000000000000e+02,6.694302406800803240e+00
6.550000000000000000e+02,6.706606926332223217e+00
6.560000000000000000e+02,6.718895713943844328e+00
6.570000000000000000e+02,6.731168668805466382e+00
6.580000000000000000e+02,6.743425690086884750e+00
6.590000000000000000e+02,6.755666676957901018e+00
6.600000000000000000e+02,6.767891528588309669e+00
6.610000000000000000e+02,6.780100144147910513e+00
6.620000000000000000e+02,6.792292422806503360e+00
6.630000000000000000e+02,6.804468263733882694e+00
6.640000000000000000e+02,6.816627566099848323e+00
6.650000000000000000e+02,6.828770229074198284e+00
6.660000000000000000e+02,6.840896151826730609e+00
6.670000000000000000e+02,6.853005233527243334e+00
6.680000000000000000e+02,6.865097373345534493e+00
6.690000000000000000e+02,6.877172470451403008e+00
6.700000000000000000e+02,6.889230424014644250e+00
6.710000000000000000e+02,6.901271133205057140e+00
6.720000000000000000e+02,6.913294497192441490e+00
6.730000000000000000e+02,6.925300415146595334e+00
6.740000000000000000e+02,6.937288786237314042e+00
6.750000000000000000e+02,6.949259509634399201e+00
6.760000000000000000e+02,6.961212484507646181e+00
6.770000000000000000e+02,6.973147610026853016e+00
6.780000000000000000e+02,6.985064785361818629e+00
6.790000000000000000e+02,6.996963909682342830e+00
6.800000000000000000e+02,7.008844882158220102e+00
6.810000000000000000e+02,7.020707601959248478e+00
6.820000000000000000e+02,7.032551968255230435e+00
6.830000000000000000e+02,7.044377880215960452e+00
6.840000000000000000e+02,7.056185237011236566e+00
6.850000000000000000e+02,7.067973937810858587e+00
6.860000000000000000e+02,7.079743881784623660e+00
6.870000000000000000e+02,7.091494968102328933e+00
6.880000000000000000e+02,7.103227095933772439e+00
6.890000000000000000e+02,7.114940164448755766e+00
6.900000000000000000e+02,7.126634072817071619e+00
6.910000000000000000e+02,7.138308720208520697e+00
6.920000000000000000e+02,7.149964005792901034e+00
6.930000000000000000e+02,7.161599828740012441e+00
6.940000000000000000e+02,7.173216088219649400e+00
6.950000000000000000e+02,7.184812683401611721e+00
6.960000000000000000e+02,7.196389513455697440e+00
6.970000000000000000e+02,7.207946477551704589e+00
6.980000000000000000e+02,7.219483474859430316e+00
6.990000000000000000e+02,7.231000404548675320e+00
7.000000000000000000e+02,7.242497165789234082e+00
7.010000000000000000e+02,7.253973657750906412e+00
7.020000000000000000e+02,7.265429779603489457e+00
7.030000000000000000e+02,7.276865430516783917e+00
7.040000000000000000e+02,7.288280509660584272e+00
7.050000000000000000e+02,7.299674916204692110e+00
7.060000000000000000e+02,7.311048549318901912e+00
7.070000000000000000e+02,7.322401308173013490e+00
7.080000000000000000e+02,7.333733091936824877e+00
7.090000000000000000e+02,7.345043799780134997e+00
7.100000000000000000e+02,7.356333330872740106e+00
7.110000000000000000e+02,7.367601584384438240e+00
7.120000000000000000e+02,7.378848459485029210e+00
7.130000000000000000e+02,7.390073855344310161e+00
7.140000000000000000e+02,7.401277671132078240e+00
7.150000000000000000e+02,7.412459806018133257e+00
7.160000000000000000e+02,7.423620159172271471e+00
7.170000000000000000e+02,7.434758629764291804e+00
7.180000000000000000e+02,7.445875116963991402e+00
7.190000000000000000e+02,7.456969519941170965e+00
7.200000000000000000e+02,7.468041737865624086e+00
7.210000000000000000e+02,7.479091669907153239e+00
7.220000000000000000e+02,7.490119215235553796e+00
7.230000000000000000e+02,7.501124273020625566e+00
7.240000000000000000e+02,7.512106742432163919e+00
7.250000000000000000e+02,7.523066522639969556e+00
7.260000000000000000e+02,7.534003512813839620e+00
7.270000000000000000e+02,7.544917612123571260e+00
7.280000000000000000e+02,7.555808719738963397e+00
7.290000000000000000e+02,7.566676734829814066e+00
7.300000000000000000e+02,7.577521556565921301e+00
7.310000000000000000e+02,7.588343084117083137e+00
7.320000000000000000e+02,7.599141216653097608e+00
7.330000000000000000e+02,7.609915853343761860e+00
7.340000000000000000e+02,7.620666893358875704e+00
7.350000000000000000e+02,7.631394235868235398e+00
7.360000000000000000e+02,7.642097780041639865e+00
7.370000000000000000e+02,7.652777425048887139e+00
7.380000000000000000e+02,7.663433070059774366e+00
7.390000000000000000e+02,7.674064614244101357e+00
7.400000000000000000e+02,7.684671956771664370e+00
7.410000000000000000e+02,7.695254996812262327e+00
7.420000000000000000e+02,7.705813633535693263e+00
7.430000000000000000e+02,7.716347766111755213e+00
7.440000000000000000e+02,7.726857293710246211e+00
7.450000000000000000e+02,7.737342115500964290e+00
7.460000000000000000e+02,7.747802130653706598e+00
7.470000000000000000e+02,7.758237238338272945e+00
7.480000000000000000e+02,7.768647337724457813e+00
7.490000000000000000e+02,7.779032327982063677e+00
7.500000000000000000e+02,7.789392108280886795e+00
7.510000000000000000e+02,7.799726577790725202e+00
7.520000000000000000e+02,7.810035635681376931e+00
7.530000000000000000e+02,7.820319181122640018e+00
7.540000000000000000e+02,7.830577113284309831e+00
7.550000000000000000e+02,7.840809331336189736e+00
7.560000000000000000e+02,7.851015734448074213e+00
7.570000000000000000e+02,7.861196221789762184e+00
7.580000000000000000e+02,7.871350692531050797e+00
7.590000000000000000e+02,7.881479045841740749e+00
7.600000000000000000e+02,7.891581180891625635e+00
7.610000000000000000e+02,7.901656996850506154e+00
7.620000000000000000e+02,7.911706392888183004e+00
7.630000000000000000e+02,7.921729268174448890e+00
7.640000000000000000e+02,7.931725521879103624e+00
7.650000000000000000e+02,7.941695053171947905e+00
7.660000000000000000e+02,7.951637761222776213e+00
7.670000000000000000e+02,7.961553545201390136e+00
7.680000000000000000e+02,7.971442304277585933e+00
7.690000000000000000e+02,7.981303937621157196e+00
7.700000000000000000e+02,7.991138344401912619e+00
7.710000000000000000e+02,8.000945423789639577e+00
7.720000000000000000e+02,8.010725074954141434e+00
7.730000000000000000e+02,8.020477197065215336e+00
7.740000000000000000e+02,8.030201689292658429e+00
7.750000000000000000e+02,8.039898450806269636e+00
7.760000000000000000e+02,8.049567380775847880e+00
7.770000000000000000e+02,8.059208378371190307e+00
7.780000000000000000e+02,8.068821342762092286e+00
7.790000000000000000e+02,8.078406173118358069e+00
7.800000000000000000e+02,8.087962768609779474e+00
7.810000000000000000e+02,8.097491028406157199e+00
7.820000000000000000e+02,8.106990851677290166e+00
7.830000000000000000e+02,8.116462137592975523e+00
7.840000000000000000e+02,8.125904785323008639e+00
7.850000000000000000e+02,8.135318694037193765e+00
7.860000000000000000e+02,8.144703762905320943e+00
7.870000000000000000e+02,8.154059891097196200e+00
7.880000000000000000e+02,8.163386977782614906e+00
7.890000000000000000e+02,8.172684922131368879e+00
7.900000000000000000e+02,8.181953623313264146e+00
7.910000000000000000e+02,8.191192980498096077e+00
7.920000000000000000e+02,8.200402892855661818e+00
7.930000000000000000e+02,8.209583259555762069e+00
7.940000000000000000e+02,8.218733979768188647e+00
7.950000000000000000e+02,8.227854952662747579e+00
7.960000000000000000e+02,8.236946077409234235e+00
7.970000000000000000e+02,8.246007253177443985e+00
7.980000000000000000e+02,8.255038379137173976e+00
7.990000000000000000e+02,8.264039354458228459e+00
8.000000000000000000e+02,8.273010078310401028e+00
8.010000000000000000e+02,8.281950449863487052e+00
8.020000000000000000e+02,8.290860368287292559e+00
8.030000000000000000e+02,8.299739732751607590e+00
8.040000000000000000e+02,8.308588442426234622e+00
8.050000000000000000e+02,8.317406396480970798e+00
8.060000000000000000e+02,8.326193494085613267e+00
8.070000000000000000e+02,8.334949634409962727e+00
8.080000000000000000e+02,8.343674716623816323e+00
8.090000000000000000e+02,8.352368639896965874e+00
8.100000000000000000e+02,8.361031303399219183e+00
8.110000000000000000e+02,8.369662606300366292e+00
8.120000000000000000e+02,8.378262447770211452e+00
8.130000000000000000e+02,8.386830726978548256e+00
8.140000000000000000e+02,8.395367343095177404e+00
8.150000000000000000e+02,8.403872195289894265e+00
8.160000000000000000e+02,8.412345182732501314e+00
8.170000000000000000e+02,8.420786204592792146e+00
8.180000000000000000e+02,8.429195160040565682e+00
8.190000000000000000e+02,8.437571948245620845e+00
8.200000000000000000e+02,8.445916468377754782e+00
8.210000000000000000e+02,8.454228619606768191e+00
8.220000000000000000e+02,8.462508301102458219e+00
8.230000000000000000e+02,8.470755412034618459e+00
8.240000000000000000e+02,8.478969851573051386e+00
8.250000000000000000e+02,8.487151518887555923e+00
8.260000000000000000e+02,8.495300313147925664e+00
8.270000000000000000e+02,8.503416133523963083e+00
8.280000000000000000e+02,8.511498879185463551e+00
8.290000000000000000e+02,8.519548449302222437e+00
8.300000000000000000e+02,8.527564743044045770e+00
8.310000000000000000e+02,8.535547659580725366e+00
8.320000000000000000e+02,8.543497098082060148e+00
8.330000000000000000e+02,8.551412957717850816e+00
8.340000000000000000e+02,8.559295137657890962e+00
8.350000000000000000e+02,8.567143537071983062e+00
8.360000000000000000e+02,8.574958055129924261e+00
8.370000000000000000e+02,8.582738591001508155e+00
8.380000000000000000e+02,8.590485043856537217e+00
8.390000000000000000e+02,8.598197312864810371e+00
8.400000000000000000e+02,8.605875297196122986e+00
8.410000000000000000e+02,8.613518896020272209e+00
8.420000000000000000e+02,8.621128008507060514e+00
8.430000000000000000e+02,8.628702533826281496e+00
8.440000000000000000e+02,8.636242371147732300e+00
8.450000000000000000e+02,8.643747419641217178e+00
8.460000000000000000e+02,8.651217578476526171e+00
8.470000000000000000e+02,8.658652746823467083e+00
8.480000000000000000e+02,8.666052823851829956e+00
8.490000000000000000e+02,8.673417708731411935e+00
8.500000000000000000e+02,8.680747300632019048e+00
8.510000000000000000e+02,8.688041498723443112e+00
8.520000000000000000e+02,8.695300202175483051e+00
8.530000000000000000e+02,8.702523310157939562e+00
8.540000000000000000e+02,8.709710721840608016e+00
8.550000000000000000e+02,8.716862336393283783e+00
8.560000000000000000e+02,8.723978052985774667e+00
8.570000000000000000e+02,8.731057770787868932e+00
8.580000000000000000e+02,8.738101388969365502e+00
8.590000000000000000e+02,8.745108806700068627e+00
8.600000000000000000e+02,8.752079923149770124e+00
8.610000000000000000e+02,8.759014637488272470e+00
8.620000000000000000e+02,8.765912848885371034e+00
8.630000000000000000e+02,8.772774456510864738e+00
8.640000000000000000e+02,8.779599359534548952e+00
8.650000000000000000e+02,8.786387457126227929e+00
8.660000000000000000e+02,8.793138648455691708e+00
8.670000000000000000e+02,8.799852832692748095e+00
8.680000000000000000e+02,8.806529909007187129e+00
8.690000000000000000e+02,8.813169776568805958e+00
8.700000000000000000e+02,8.819772334547410608e+00
8.710000000000000000e+02,8.826337482112791122e+00
8.720000000000000000e+02,8.832865118434749974e+00
8.730000000000000000e+02,8.839355142683087863e+00
8.740000000000000000e+02,8.845807454027594829e+00
8.750000000000000000e+02,8.852221951638073349e+00
8.760000000000000000e+02,8.858598534684324122e+00
8.770000000000000000e+02,8.864937102336138963e+00
8.780000000000000000e+02,8.871237553763320349e+00
8.790000000000000000e+02,8.877499788135665426e+00
8.800000000000000000e+02,8.883723704622971340e+00
8.810000000000000000e+02,8.889909202395038790e+00
8.820000000000000000e+02,8.896056180621664922e+00
8.830000000000000000e+02,8.902164538472643329e+00
8.840000000000000000e+02,8.908234175117774711e+00
8.850000000000000000e+02,8.914264989726861543e+00
8.860000000000000000e+02,8.920256881469693866e+00
8.870000000000000000e+02,8.926209749516077707e+00
8.880000000000000000e+02,8.932123493035806661e+00
8.890000000000000000e+02,8.937998011198676096e+00
8.900000000000000000e+02,8.943833203174492041e+00
8.910000000000000000e+02,8.949628968133044538e+00
8.920000000000000000e+02,8.955385205244136060e+00
8.930000000000000000e+02,8.961101813677565531e+00
8.940000000000000000e+02,8.966778692603126544e+00
8.950000000000000000e+02,8.972415741190619798e+00
8.960000000000000000e+02,8.978012858609844216e+00
8.970000000000000000e+02,8.983569944030596943e+00
8.980000000000000000e+02,8.989086896622671574e+00
8.990000000000000000e+02,8.994563615555875913e+00
