#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2014 01 01 07 47 999 99.0 99.0  0.63  9.09  4.02  87 9999.0 999.0  13.6 999.0 99.0 99.00
2014 01 01 08 17 999 99.0 99.0  0.63  9.09  3.88  92 9999.0 999.0  13.6 999.0 99.0 99.00
2014 01 01 08 47 999 99.0 99.0  0.65  8.33  3.99  75 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 01 09 17 999 99.0 99.0  0.64  7.69  4.40  78 9999.0 999.0  13.4 999.0 99.0 99.00
2014 01 01 09 47 999 99.0 99.0  0.63  8.33  4.29  78 9999.0 999.0  13.4 999.0 99.0 99.00
2014 01 01 10 17 999 99.0 99.0  0.63  7.69  4.11  76 9999.0 999.0  13.4 999.0 99.0 99.00
2014 01 01 10 47 999 99.0 99.0  0.65  7.69  4.14  71 9999.0 999.0  13.4 999.0 99.0 99.00
2014 01 01 11 17 999 99.0 99.0  0.66  7.69  4.25  76 9999.0 999.0  13.4 999.0 99.0 99.00
2014 01 01 11 47 999 99.0 99.0  0.65  9.09  4.61  99 9999.0 999.0  13.4 999.0 99.0 99.00
2014 01 01 12 17 999 99.0 99.0  0.62  7.69  4.56  82 9999.0 999.0  13.4 999.0 99.0 99.00
2014 01 01 12 47 999 99.0 99.0  0.62  7.69  4.67  73 9999.0 999.0  13.4 999.0 99.0 99.00
2014 01 01 13 17 999 99.0 99.0  0.61  7.14  5.00  79 9999.0 999.0  13.4 999.0 99.0 99.00
2014 01 01 13 47 999 99.0 99.0  0.60  7.69  5.09  79 9999.0 999.0  13.4 999.0 99.0 99.00
2014 01 01 14 17 999 99.0 99.0  0.58  8.33  5.51  79 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 14 47 999 99.0 99.0  0.56  7.14  5.58  82 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 15 17 999 99.0 99.0  0.54  7.69  5.45  68 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 15 47 999 99.0 99.0  0.57  9.88  5.86 100 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 16 17 999 99.0 99.0  0.57  9.88  5.94  83 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 16 47 999 99.0 99.0  0.54  9.88  5.83  94 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 17 17 999 99.0 99.0  0.56  7.69  6.12  75 9999.0 999.0  13.2 999.0 99.0 99.00
2014 01 01 17 47 999 99.0 99.0  0.55  9.09  6.13  87 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 18 17 999 99.0 99.0  0.54  9.88  6.02  83 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 18 47 999 99.0 99.0  0.56  9.09  5.79  96 9999.0 999.0  13.3 999.0 99.0 99.00
2014 01 01 19 17 999 99.0 99.0  0.56  8.33  5.52  94 9999.0 999.0  13.2 999.0 99.0 99.00
2014 01 01 19 47 999 99.0 99.0  0.63  5.26  5.51  38 9999.0 999.0  13.2 999.0 99.0 99.00
2014 01 01 20 17 999 99.0 99.0  0.65  5.88  5.57  59 9999.0 999.0  13.2 999.0 99.0 99.00
2014 01 01 20 47 999 99.0 99.0  0.63  9.88  5.61  87 9999.0 999.0  13.2 999.0 99.0 99.00
2014 01 01 21 17 999 99.0 99.0  0.68  6.25  5.76  71 9999.0 999.0  13.2 999.0 99.0 99.00
2014 01 01 21 47 999 99.0 99.0  0.64  5.56  5.47  42 9999.0 999.0  13.2 999.0 99.0 99.00
2014 01 01 22 17 999 99.0 99.0  0.65  6.25  5.70  64 9999.0 999.0  13.2 999.0 99.0 99.00
2014 01 01 22 47 999 99.0 99.0  0.62  9.88  5.80  85 9999.0 999.0  13.2 999.0 99.0 99.00
2014 01 01 23 17 999 99.0 99.0  0.61  5.26  5.57  42 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 01 23 47 999 99.0 99.0  0.64  5.88  5.46  58 9999.0 999.0  13.2 999.0 99.0 99.00
2014 01 02 00 17 999 99.0 99.0  0.63  7.69  5.43  89 9999.0 999.0  13.2 999.0 99.0 99.00
2014 01 02 00 47 999 99.0 99.0  0.64  9.09  5.25 109 9999.0 999.0  13.2 999.0 99.0 99.00
2014 01 02 01 17 999 99.0 99.0  0.62  9.09  5.33 103 9999.0 999.0  13.2 999.0 99.0 99.00
2014 01 02 01 47 999 99.0 99.0  0.61  9.09  5.35 100 9999.0 999.0  13.2 999.0 99.0 99.00
2014 01 02 02 17 999 99.0 99.0  0.64  9.09  5.37 100 9999.0 999.0  13.2 999.0 99.0 99.00
2014 01 02 02 47 999 99.0 99.0  0.59  9.88  5.75  96 9999.0 999.0  13.2 999.0 99.0 99.00
2014 01 02 03 17 999 99.0 99.0  0.56  9.88  5.54  92 9999.0 999.0  13.2 999.0 99.0 99.00
2014 01 02 03 47 999 99.0 99.0  0.58  9.09  5.89  96 9999.0 999.0  13.2 999.0 99.0 99.00
2014 01 02 04 17 999 99.0 99.0  0.58 18.18  6.00  65 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 02 04 47 999 99.0 99.0  0.58 18.18  5.53  69 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 02 05 17 999 99.0 99.0  0.66 18.18  5.55  61 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 02 05 47 999 99.0 99.0  0.66 18.18  5.03  64 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 02 06 17 999 99.0 99.0  0.66 20.00  5.20  61 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 02 06 47 999 99.0 99.0  0.70 18.18  5.62  64 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 02 07 17 999 99.0 99.0  0.72 18.18  5.64  66 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 02 07 47 999 99.0 99.0  0.69 18.18  5.39  55 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 02 08 17 999 99.0 99.0  0.74 18.18  5.79  64 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 02 08 47 999 99.0 99.0  0.76 18.18  5.21  58 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 02 09 17 999 99.0 99.0  0.88  5.00  5.29 147 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 02 09 47 999 99.0 99.0  0.90  5.00  5.23 144 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 02 10 17 999 99.0 99.0  0.88  4.76  5.31 155 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 02 10 47 999 99.0 99.0  0.81  4.55  5.24 151 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 02 11 17 999 99.0 99.0  0.80 18.18  5.41  66 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 02 11 47 999 99.0 99.0  0.90 18.18  5.23  65 9999.0 999.0  13.2 999.0 99.0 99.00
2014 01 02 12 17 999 99.0 99.0  0.92 18.18  5.09  61 9999.0 999.0  13.2 999.0 99.0 99.00
2014 01 02 12 47 999 99.0 99.0  0.89 18.18  5.05  61 9999.0 999.0  13.2 999.0 99.0 99.00
2014 01 02 13 17 999 99.0 99.0  0.90 18.18  4.81  62 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 02 13 47 999 99.0 99.0  0.87  5.26  4.95 147 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 02 14 17 999 99.0 99.0  1.00  6.25  5.54 155 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 02 14 47 999 99.0 99.0  1.09  5.88  5.54 161 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 02 15 17 999 99.0 99.0  1.11  5.88  5.56 162 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 02 15 47 999 99.0 99.0  1.07  6.25  5.76 149 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 02 16 17 999 99.0 99.0  1.13  6.25  5.80 159 9999.0 999.0  13.0 999.0 99.0 99.00
2014 01 02 16 47 999 99.0 99.0  1.08  6.25  5.76 155 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 02 17 17 999 99.0 99.0  1.17  6.25  5.85 159 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 02 17 47 999 99.0 99.0  1.03  5.88  5.66 156 9999.0 999.0  13.0 999.0 99.0 99.00
2014 01 02 18 17 999 99.0 99.0  1.18  5.88  5.80 155 9999.0 999.0  13.0 999.0 99.0 99.00
2014 01 02 18 47 999 99.0 99.0  1.04  6.67  6.07 151 9999.0 999.0  13.0 999.0 99.0 99.00
2014 01 02 19 17 999 99.0 99.0  1.20  6.25  6.11 158 9999.0 999.0  13.0 999.0 99.0 99.00
2014 01 02 19 47 999 99.0 99.0  1.14  6.25  6.04 154 9999.0 999.0  13.0 999.0 99.0 99.00
2014 01 02 20 17 999 99.0 99.0  1.13  6.67  6.04 154 9999.0 999.0  13.0 999.0 99.0 99.00
2014 01 02 20 47 999 99.0 99.0  1.13  6.25  5.85 148 9999.0 999.0  13.0 999.0 99.0 99.00
2014 01 02 21 17 999 99.0 99.0  1.06  6.25  6.06 152 9999.0 999.0  13.0 999.0 99.0 99.00
2014 01 02 21 47 999 99.0 99.0  1.00  6.25  5.93 152 9999.0 999.0  12.9 999.0 99.0 99.00
2014 01 02 22 17 999 99.0 99.0  0.94  6.25  6.05 154 9999.0 999.0  12.9 999.0 99.0 99.00
2014 01 02 22 47 999 99.0 99.0  0.92  5.88  6.11 156 9999.0 999.0  12.9 999.0 99.0 99.00
2014 01 02 23 17 999 99.0 99.0  0.87  6.25  6.05 147 9999.0 999.0  12.9 999.0 99.0 99.00
2014 01 02 23 47 999 99.0 99.0  0.82 16.67  5.88  68 9999.0 999.0  12.9 999.0 99.0 99.00
2014 01 03 00 17 999 99.0 99.0  0.80 16.67  5.96  66 9999.0 999.0  12.9 999.0 99.0 99.00
2014 01 03 00 47 999 99.0 99.0  0.82  5.88  5.92 148 9999.0 999.0  12.9 999.0 99.0 99.00
2014 01 03 01 17 999 99.0 99.0  0.74 16.67  6.11  71 9999.0 999.0  12.9 999.0 99.0 99.00
2014 01 03 01 47 999 99.0 99.0  0.78 16.67  6.37  69 9999.0 999.0  12.9 999.0 99.0 99.00
2014 01 03 02 17 999 99.0 99.0  0.85 16.67  6.69  65 9999.0 999.0  12.9 999.0 99.0 99.00
2014 01 03 02 47 999 99.0 99.0  0.82 16.67  6.88  62 9999.0 999.0  12.9 999.0 99.0 99.00
2014 01 03 03 17 999 99.0 99.0  0.83 16.67  7.21  61 9999.0 999.0  12.9 999.0 99.0 99.00
2014 01 03 03 47 999 99.0 99.0  0.91 16.67  5.37  65 9999.0 999.0  13.0 999.0 99.0 99.00
2014 01 03 04 17 999 99.0 99.0  0.97 16.67  4.53  65 9999.0 999.0  13.0 999.0 99.0 99.00
2014 01 03 04 47 999 99.0 99.0  1.02 16.67  4.18  69 9999.0 999.0  13.0 999.0 99.0 99.00
2014 01 03 05 17 999 99.0 99.0  1.00  6.25  3.95 123 9999.0 999.0  13.0 999.0 99.0 99.00
2014 01 03 05 47 999 99.0 99.0  1.03 16.67  3.96  80 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 03 06 17 999 99.0 99.0  1.00 16.67  4.14  64 9999.0 999.0  13.0 999.0 99.0 99.00
2014 01 03 06 47 999 99.0 99.0  1.14 16.67  3.99  72 9999.0 999.0  13.0 999.0 99.0 99.00
2014 01 03 07 17 999 99.0 99.0  1.28  3.57  3.86 328 9999.0 999.0  13.0 999.0 99.0 99.00
2014 01 03 08 17 999 99.0 99.0  1.58  4.17  4.17 328 9999.0 999.0  13.0 999.0 99.0 99.00
2014 01 03 08 47 999 99.0 99.0  1.71  4.55  4.39 334 9999.0 999.0  13.1 999.0 99.0 99.00
2014 01 03 09 17 999 99.0 99.0  1.80  4.76  4.45 335 9999.0 999.0  13.0 999.0 99.0 99.00
2014 01 03 09 47 999 99.0 99.0  2.07  5.00  4.73 335 9999.0 999.0  12.9 999.0 99.0 99.00
2014 01 03 10 17 999 99.0 99.0  2.32  5.56  4.95 343 9999.0 999.0  12.9 999.0 99.0 99.00
2014 01 03 10 47 999 99.0 99.0  2.30  5.56  4.98 342 9999.0 999.0  12.7 999.0 99.0 99.00
2014 01 03 11 17 999 99.0 99.0  2.52  6.25  5.23 343 9999.0 999.0  12.5 999.0 99.0 99.00
2014 01 03 11 47 999 99.0 99.0  2.65  6.67  5.45 356 9999.0 999.0  12.4 999.0 99.0 99.00
2014 01 03 12 17 999 99.0 99.0  2.70  6.67  5.57 343 9999.0 999.0  12.3 999.0 99.0 99.00
2014 01 03 12 47 999 99.0 99.0  2.86  7.14  5.60 353 9999.0 999.0  12.2 999.0 99.0 99.00
2014 01 03 13 17 999 99.0 99.0  3.13  7.14  5.89 356 9999.0 999.0  12.2 999.0 99.0 99.00
2014 01 03 13 47 999 99.0 99.0  3.21  7.14  5.81 355 9999.0 999.0  12.2 999.0 99.0 99.00
2014 01 03 14 17 999 99.0 99.0  3.44  7.69  6.03 356 9999.0 999.0  12.2 999.0 99.0 99.00
2014 01 03 14 47 999 99.0 99.0  3.08  7.69  6.06   2 9999.0 999.0  12.4 999.0 99.0 99.00
2014 01 03 15 17 999 99.0 99.0  3.02  7.69  5.89   0 9999.0 999.0  12.4 999.0 99.0 99.00
2014 01 03 15 47 999 99.0 99.0  3.06  8.33  6.04   6 9999.0 999.0  12.4 999.0 99.0 99.00
2014 01 03 16 17 999 99.0 99.0  3.11  7.14  5.86 359 9999.0 999.0  12.2 999.0 99.0 99.00
2014 01 03 16 47 999 99.0 99.0  3.13  7.69  6.05   0 9999.0 999.0  12.3 999.0 99.0 99.00
2014 01 03 17 17 999 99.0 99.0  3.17  7.69  6.03   7 9999.0 999.0  12.3 999.0 99.0 99.00
2014 01 03 17 47 999 99.0 99.0  3.07  7.14  5.99   3 9999.0 999.0  12.3 999.0 99.0 99.00
2014 01 03 18 17 999 99.0 99.0  3.27  7.14  6.17   7 9999.0 999.0  12.2 999.0 99.0 99.00
2014 01 03 18 47 999 99.0 99.0  3.45  8.33  6.33  16 9999.0 999.0  12.1 999.0 99.0 99.00
2014 01 03 19 17 999 99.0 99.0  3.30  8.33  6.27  13 9999.0 999.0  12.1 999.0 99.0 99.00
2014 01 03 19 47 999 99.0 99.0  3.18  9.09  6.24  23 9999.0 999.0  12.1 999.0 99.0 99.00
2014 01 03 20 17 999 99.0 99.0  3.40  9.09  6.36  19 9999.0 999.0  12.1 999.0 99.0 99.00
2014 01 03 20 47 999 99.0 99.0  3.20  8.33  6.29  17 9999.0 999.0  12.1 999.0 99.0 99.00
2014 01 03 21 17 999 99.0 99.0  3.43  9.09  6.49  17 9999.0 999.0  12.0 999.0 99.0 99.00
2014 01 03 21 47 999 99.0 99.0  3.27 11.76  6.53  40 9999.0 999.0  12.0 999.0 99.0 99.00
2014 01 03 22 17 999 99.0 99.0  3.50 11.11  6.70  37 9999.0 999.0  12.0 999.0 99.0 99.00
2014 01 03 22 47 999 99.0 99.0  3.87 11.11  7.10  41 9999.0 999.0  11.9 999.0 99.0 99.00
2014 01 03 23 47 999 99.0 99.0  3.52 10.53  6.89  28 9999.0 999.0  11.8 999.0 99.0 99.00
2014 01 04 00 17 999 99.0 99.0  3.43 11.76  7.00  35 9999.0 999.0  11.7 999.0 99.0 99.00
2014 01 04 00 47 999 99.0 99.0  3.50 11.11  7.20  38 9999.0 999.0  11.7 999.0 99.0 99.00
2014 01 04 01 17 999 99.0 99.0  3.17 11.11  6.95  35 9999.0 999.0  11.6 999.0 99.0 99.00
2014 01 04 01 47 999 99.0 99.0  3.47 11.76  7.60  33 9999.0 999.0  11.5 999.0 99.0 99.00
2014 01 04 02 17 999 99.0 99.0  3.26 11.76  7.18  35 9999.0 999.0  11.5 999.0 99.0 99.00
2014 01 04 02 47 999 99.0 99.0  3.30 12.50  7.25  35 9999.0 999.0  11.4 999.0 99.0 99.00
2014 01 04 03 17 999 99.0 99.0  3.22 11.76  7.31  31 9999.0 999.0  11.4 999.0 99.0 99.00
2014 01 04 03 47 999 99.0 99.0  3.09 11.76  7.32  42 9999.0 999.0  11.3 999.0 99.0 99.00
2014 01 04 04 17 999 99.0 99.0  2.95 12.50  7.02  20 9999.0 999.0  11.3 999.0 99.0 99.00
2014 01 04 04 47 999 99.0 99.0  2.95 12.50  7.52  37 9999.0 999.0  11.2 999.0 99.0 99.00
2014 01 04 05 17 999 99.0 99.0  2.91 12.50  7.33  47 9999.0 999.0  11.2 999.0 99.0 99.00
2014 01 04 05 47 999 99.0 99.0  2.88 11.76  7.46  41 9999.0 999.0  11.1 999.0 99.0 99.00
2014 01 04 06 17 999 99.0 99.0  2.97 11.76  7.94  45 9999.0 999.0  11.1 999.0 99.0 99.00
2014 01 04 06 47 999 99.0 99.0  3.48 13.33  8.66  59 9999.0 999.0  11.0 999.0 99.0 99.00
2014 01 04 07 17 999 99.0 99.0  3.19 11.76  8.20  41 9999.0 999.0  11.0 999.0 99.0 99.00
2014 01 04 07 47 999 99.0 99.0  3.11 13.33  8.35  62 9999.0 999.0  11.0 999.0 99.0 99.00
2014 01 04 08 17 999 99.0 99.0  3.13 12.50  8.74  42 9999.0 999.0  11.0 999.0 99.0 99.00
2014 01 04 08 47 999 99.0 99.0  2.96 13.33  8.70  44 9999.0 999.0  11.0 999.0 99.0 99.00
2014 01 04 09 17 999 99.0 99.0  3.00 13.33  8.79  55 9999.0 999.0  10.9 999.0 99.0 99.00
2014 01 04 09 47 999 99.0 99.0  3.07 11.76  8.99  26 9999.0 999.0  10.9 999.0 99.0 99.00
2014 01 04 10 17 999 99.0 99.0  2.89 13.33  8.66  44 9999.0 999.0  10.8 999.0 99.0 99.00
2014 01 04 10 47 999 99.0 99.0  3.01 13.33  9.15  69 9999.0 999.0  10.8 999.0 99.0 99.00
2014 01 04 11 17 999 99.0 99.0  2.84 11.76  9.03  40 9999.0 999.0  10.8 999.0 99.0 99.00
2014 01 04 11 47 999 99.0 99.0  2.73 14.29  8.85  64 9999.0 999.0  10.8 999.0 99.0 99.00
2014 01 04 12 17 999 99.0 99.0  2.63 12.50  8.60  33 9999.0 999.0  10.8 999.0 99.0 99.00
2014 01 04 12 47 999 99.0 99.0  2.99 14.29  9.28  57 9999.0 999.0  10.8 999.0 99.0 99.00
2014 01 04 13 17 999 99.0 99.0  2.67 12.50  8.79  41 9999.0 999.0  10.8 999.0 99.0 99.00
2014 01 04 13 47 999 99.0 99.0  2.72 13.33  9.16  42 9999.0 999.0  10.8 999.0 99.0 99.00
2014 01 04 14 17 999 99.0 99.0  2.80 14.29  9.32  72 9999.0 999.0  10.8 999.0 99.0 99.00
2014 01 04 14 47 999 99.0 99.0  2.97 13.33  9.65  47 9999.0 999.0  10.8 999.0 99.0 99.00
2014 01 04 15 17 999 99.0 99.0  2.90 14.29  9.93  64 9999.0 999.0  10.8 999.0 99.0 99.00
2014 01 04 15 47 999 99.0 99.0  2.80 14.29  9.96  73 9999.0 999.0  10.8 999.0 99.0 99.00
2014 01 04 16 17 999 99.0 99.0  3.03 14.29 10.23  64 9999.0 999.0  10.8 999.0 99.0 99.00
2014 01 04 16 47 999 99.0 99.0  2.76 14.29  9.74  66 9999.0 999.0  10.8 999.0 99.0 99.00
2014 01 04 17 17 999 99.0 99.0  2.80 14.29 10.18  64 9999.0 999.0  10.8 999.0 99.0 99.00
2014 01 04 17 47 999 99.0 99.0  2.85 14.29 10.59  72 9999.0 999.0  10.8 999.0 99.0 99.00
2014 01 04 18 17 999 99.0 99.0  3.32 15.38 11.40  68 9999.0 999.0  10.8 999.0 99.0 99.00
2014 01 04 18 47 999 99.0 99.0  3.06 13.33 10.71  58 9999.0 999.0  10.7 999.0 99.0 99.00
2014 01 04 19 17 999 99.0 99.0  3.36 14.29 11.39  68 9999.0 999.0  10.7 999.0 99.0 99.00
2014 01 04 19 47 999 99.0 99.0  3.08 14.29 10.81  66 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 04 20 17 999 99.0 99.0  2.97 13.33 10.94  71 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 04 20 47 999 99.0 99.0  2.91 15.38 10.81  68 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 04 21 17 999 99.0 99.0  2.94 13.33 10.57  72 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 04 21 47 999 99.0 99.0  3.18 14.29 11.01  58 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 04 22 17 999 99.0 99.0  2.99 14.29 10.78  64 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 04 22 47 999 99.0 99.0  2.71 14.29 10.02  61 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 04 23 17 999 99.0 99.0  2.45 14.29  9.91  66 9999.0 999.0  10.7 999.0 99.0 99.00
2014 01 04 23 47 999 99.0 99.0  2.62 14.29 10.18  66 9999.0 999.0  10.7 999.0 99.0 99.00
2014 01 05 00 17 999 99.0 99.0  3.08 12.50 10.70  54 9999.0 999.0  10.7 999.0 99.0 99.00
2014 01 05 00 47 999 99.0 99.0  2.66 13.33 10.32  51 9999.0 999.0  10.7 999.0 99.0 99.00
2014 01 05 01 17 999 99.0 99.0  2.59 14.29 10.07  55 9999.0 999.0  10.7 999.0 99.0 99.00
2014 01 05 01 47 999 99.0 99.0  2.32 14.29  9.63  51 9999.0 999.0  10.7 999.0 99.0 99.00
2014 01 05 02 17 999 99.0 99.0  2.42 15.38  9.87  57 9999.0 999.0  10.7 999.0 99.0 99.00
2014 01 05 02 47 999 99.0 99.0  2.32 13.33  9.67  64 9999.0 999.0  10.7 999.0 99.0 99.00
2014 01 05 03 17 999 99.0 99.0  2.07 14.29  9.43  48 9999.0 999.0  10.7 999.0 99.0 99.00
2014 01 05 03 47 999 99.0 99.0  2.31 13.33  9.64  58 9999.0 999.0  10.7 999.0 99.0 99.00
2014 01 05 04 17 999 99.0 99.0  2.06 13.33  9.42  61 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 05 04 47 999 99.0 99.0  2.17 14.29  9.79  69 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 05 05 17 999 99.0 99.0  2.13 12.50  9.80  58 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 05 05 47 999 99.0 99.0  2.04 13.33  9.49  62 9999.0 999.0  10.5 999.0 99.0 99.00
2014 01 05 06 17 999 99.0 99.0  2.12 14.29  9.86  58 9999.0 999.0  10.5 999.0 99.0 99.00
2014 01 05 06 47 999 99.0 99.0  1.94 14.29  9.44  49 9999.0 999.0  10.5 999.0 99.0 99.00
2014 01 05 07 17 999 99.0 99.0  1.86 13.33  9.47  64 9999.0 999.0  10.5 999.0 99.0 99.00
2014 01 05 07 47 999 99.0 99.0  1.77 13.33  9.45  59 9999.0 999.0  10.5 999.0 99.0 99.00
2014 01 05 08 17 999 99.0 99.0  1.74 13.33  9.51  52 9999.0 999.0  10.5 999.0 99.0 99.00
2014 01 05 08 47 999 99.0 99.0  1.90 14.29  9.82  62 9999.0 999.0  10.5 999.0 99.0 99.00
2014 01 05 09 17 999 99.0 99.0  1.62 13.33  9.06  45 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 05 09 47 999 99.0 99.0  1.94 14.29  9.48  57 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 05 10 17 999 99.0 99.0  1.61 14.29  8.61  68 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 05 10 47 999 99.0 99.0  1.60 13.33  8.43  55 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 05 11 17 999 99.0 99.0  1.51 14.29  8.06  68 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 05 11 47 999 99.0 99.0  1.55 13.33  8.18  61 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 05 12 17 999 99.0 99.0  1.53 13.33  8.27  69 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 05 12 47 999 99.0 99.0  1.53 13.33  7.82  55 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 05 13 17 999 99.0 99.0  1.64 13.33  8.24  55 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 05 13 47 999 99.0 99.0  1.62 13.33  8.23  61 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 05 14 17 999 99.0 99.0  1.50 13.33  7.44  65 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 05 14 47 999 99.0 99.0  1.53 13.33  7.36  52 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 05 15 17 999 99.0 99.0  1.68 13.33  7.81  65 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 05 15 47 999 99.0 99.0  1.77 13.33  8.20  66 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 05 16 17 999 99.0 99.0  1.78 13.33  8.60  65 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 05 16 47 999 99.0 99.0  1.59 13.33  8.19  75 9999.0 999.0  10.7 999.0 99.0 99.00
2014 01 05 17 17 999 99.0 99.0  1.54 13.33  8.30  65 9999.0 999.0  10.7 999.0 99.0 99.00
2014 01 05 17 47 999 99.0 99.0  1.72 13.33  9.01  66 9999.0 999.0  10.7 999.0 99.0 99.00
2014 01 05 18 47 999 99.0 99.0  1.63 13.33  8.84  64 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 05 19 17 999 99.0 99.0  1.53 13.33  8.44  55 9999.0 999.0  10.6 999.0 99.0 99.00
2014 01 05 19 47 999 99.0 99.0  1.58 12.50  8.40  62 9999.0 999.0  10.6 999.0 99.0 99.00
